gemini-1.5-pro-002,0.79621171,0.253045466,0.765822066,0.465239539,0.833314594,0.914479255,0.919668858,0.85668277,0.955520063,0.684968375,0.745300904,0.58213375,0.833014903,0.859706362,0.836707152,0.942712301,0.913575639,0.660954431,0.99220156,0.992823272,0.790204148,,,,
gemini-1.5-flash-002,0.744244155,0.658488982,0.381275321,0.873222079,0.926433581,0.893066159,0.831742139,0.835380835,0.842132837,0.447470164,0.479324034,0.671364704,0.517612868,0.789594491,0.843591191,0.638494978,0.591661134,0.798559742,0.804782621,0.804469596,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,,,
gemini-1.5-flash-002,LONG,0.744244155,0.921972887,0.4802618,0.842561648,0.600285971,0.832179226,0.695431001,0.768637532,0.757854218,0.968502487,0.638972172,0.579113212,0.713864818,0.6,0.915068493,0.834478172,0.350020025,0.610148537,0.853673601,0.829040039,0.73,,,
gemini-1.5-flash-002,MED,0.744244155,0.965127198,0.815034999,0.30225728,0.960010505,0.87683666,0.858716677,0.836140888,0.776289541,0.949094467,0.449804687,0.85411054,0.749006623,0.392114721,0.717370287,0.801284903,0.378746348,0.616926389,0.587958884,0.814118093,0.72,,,
gemini-1.5-flash-002-,SHORT,0.773085846867749Q13AB13:O13,0.786091456,0.88491006,0.914221592,0.577076097,0.873907615,0.4633391,0.65248227,0,0.492990683,0.655002837,0,0.323779124,0.326396495,0.89460292,0,0.499948218,0.583269689,0.662566793,0.528224459,0.53,,,
,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-002,MED,0.978723404,0.803160087,0.942307692,0.299417744,0.926433581,0.959132611,0.911419424,0.836140888,0.736642085,0.721337329,0.893198208,0.864212719,0.965357968,0.819672131,0.872809214,0.848807328,0.451130808,0,0.683530073,0.48310544,0.749826937,,,
gemini-1.5-pro-002,IMP_MED,0.931750742,0.965127198,0.803625776,0.407757834,0.904591304,0.959132611,0.609853133,0.910958904,0.973609292,0.80044266,0.900481523,0.84586135,0.730169415,0.744479495,0.96,0.836904452,0.801784497,0.776477192,0.952349477,0.619276925,0.821731689,,,
,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,11,9,
,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-002,SHORT,0.823120869,0.897873826,0.760681522,0.884322129,0.718188559,0.959132611,0.841952389,0.836140888,0.538929295,0.944876564,0.650076191,0.722543399,0.928214971,0.832393644,0.813653137,0.668495176,0.474969975,0.672134025,0.903267502,0.723521729,0.77972442,,,
gemini-1.5-pro-002,IMP_SHORT,0.769340361,0.818792444,0.763283109,0.889352818,0.589977221,0.842192758,0.890122205,0.8631062,0.710328303,0.784557798,0.384088263,0.653243674,0.72694134,0.871244635,0.730519481,0.231672471,0.735387395,0.559390862,0.890526237,0.769990208,0.723702889,,,
,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,8,12,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-002-IT3,LONG,0.838812785,0.860771531,0.942307692,0.847298272,0.84345201,0.897116612,0.90939545,0.836140888,0.862706335,0.94643239,0.856180403,0.845823984,0.532189371,0.832393644,0.949671772,0.809192282,0.84758954,0.885502555,1,0.963631846,0.865330468,,,
gemini-1.5-pro-002,IMP_LONG,0.784120666,0.912197721,0.594911067,0.831420145,0.772043005,0.959132611,0.907116566,0.843441467,0.841493952,0.825866574,0.768491255,0.862581851,0.693266172,0.717011869,0.890868597,0.84349799,0.696322436,0.795574257,0.776085082,0.570552516,0.79429979,,,
,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,6,14,
gemini-1.5-pro-002,0.823120869,0.816178564,0.951806104,0.847298272,0.85209713,0.903486628,0.869361955,0.976744186,0.858288324,0.969659961,0.856180403,0.845823984,0.532189371,0.834680061,0.923766816,0.817477286,0.867962147,0.866094176,1,0.963631846,,,,,
gemini-1.5-flash-002,0.829489292,0.921972887,0.73853211,0.847298272,0.598080082,0.832179226,0.689819808,0.976744186,0.520270864,0.968502487,0.45579008,0.564818906,0.699563655,0.6159601,0.89460292,0.384598812,0.352466522,0.581044934,0.793513395,0.827159503,,,,,
gpt-4o,0.876526459,0.816876311,0.844504021,0.869507834,0.926433581,0.920367965,0.625045547,0.976744186,0.88556441,0.917953597,0.450169054,0.810552499,1,0.561315346,0.89460292,0.555253433,0.915434841,0.51010073,0.774226255,0.718952844,,,,,
gemini-1.5-flash-002,0.829489292,0.921972887,0.73853211,0.847298272,0.594653153,0.832179226,nan,0.976744186,0.675685377,0.968502487,nan,0.591691427,0.778425656,0.524947207,0.89460292,0.834478172,0.316608297,0.581044934,0.839709232,0.827159503,,,,,
gemini-1.5-flash-002,0.829489292,0.921972887,0.73853211,0.847298272,0.609742503,0.832179226,nan,0.976744186,0.675685377,0.968502487,nan,0.596733031,0.778425656,0.524947207,0.89460292,0.834478172,0.318296149,0.581044934,0.839709232,0.827159503,,,,,
gemini-1.5-flash-002,0.829489292,0.921972887,0.73853211,0.847298272,0.604453863,0.832179226,nan,0.976744186,0.675685377,0.968502487,nan,0.596733031,0.778425656,0.524947207,0.89460292,0.834478172,0.34635408,0.581044934,0.839709232,0.827159503,,,,,
gemini-1.5-pro-002,0.954148472,0.974915254,0.951806104,0.847298272,0.85209713,0.903486628,0.869361955,0.976744186,0.858288324,0.969659961,0.856180403,0.845823984,0.542680915,0.834680061,0.923766816,0.817477286,0.867962147,0.646074767,1,0.963631846,,,,,
gemini-1.5-pro-002,0.954148472,0.974915254,0.951806104,0.847298272,0.85209713,0.903486628,0.869361955,0.976744186,0.858288324,0.969659961,0.856180403,0.845823984,0.542680915,0.834680061,0.923766816,0.817477286,0.867962147,0.852010514,1,0.963631846,,,,,
gpt-4o,0.683808659,0.774889404,0.844504021,0.869507834,0.926433581,0.920367965,0.627470433,0.976744186,0.88556441,0.917953597,0.450169054,0.810552499,1,0.561315346,0.89460292,0.529039592,0.915434841,0.523704568,0.941798942,0.654144968,,,,,
gpt-4o,0.804541805,0.806898065,0.844504021,0.869507834,0.926433581,0.920367965,0.632982067,0.976744186,0.88556441,0.917953597,0.450169054,0.810552499,1,0.622047244,0.89460292,0.554601976,0.915434841,0.51010073,0.941798942,0.699201167,,,,,
gpt-4o,0.915429309,0.847502578,0.844504021,0.869507834,0.926433581,0.920367965,0.632500879,0.976744186,0.88556441,0.917953597,0.450169054,0.810552499,1,0.622047244,0.89460292,0.554601976,0.915434841,0.523704568,0.941798942,0.699201167,,,,,
gemini-1.5-pro-002,0.829489292,0.826287965,0.951806104,0.847298272,0.85209713,0.903486628,0.869361955,0.976744186,0.858288324,0.969659961,0.856180403,0.845823984,0.527610095,0.834680061,0.923766816,0.817477286,0.867962147,0.875580515,1,0.963631846,,,,,
gemini-1.5-pro-002,0.838812785,0.822445703,0.951806104,0.847298272,0.85209713,0.903486628,0.869361955,0.976744186,0.858288324,0.969659961,0.856180403,0.845823984,0.532189371,0.834680061,0.923766816,0.817477286,0.867962147,0.877777686,1,0.963631846,,,,,
gemini-1.5-flash-002,0.829489292,0.921972887,0.73853211,0.847298272,0.604453863,0.832179226,0.695431001,0.976744186,0.474935177,0.968502487,0.575980423,0.864212719,0.702643791,0.524947207,0.89460292,0.834478172,0.348413104,0.581044934,0.853673601,0.829040039,,,,,
gemini-1.5-flash-002,0.56003017,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-flash-002,0.717608355,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-002,0.855114628,0.826287965,0.85230573,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
gemini-1.5-flash-002-IT2,0.829489292,0.508732382,0.83677686,0.802578658,0.676947907,0.959132611,0.78778721,0.976744186,0.847749344,0.625814584,0.781778904,0.908576029,0.658816112,0.323076923,0.935866212,0.437437438,0.714846559,0.355925243,0.6995671,0.933136708,,,,,
gemini-1.5-flash-002-IT3,0.774294128,0.899346043,0.83677686,0.840689817,0.748475482,0.808665019,0.77899209,0.976744186,0.679117626,0.743209839,0.587204355,0.605412448,0.579474343,0.626213592,0.641849954,0.867132955,0.85700076,0.445942527,0.738841841,0.955013376,,,,,
gemini-1.5-flash-002-IT4,0.756869677,0.915925695,0.803696226,0.842561648,0.715099607,0.959132611,0.725518303,0.897133221,0.841937425,0.904836679,0.562398737,0.908576029,0.639046486,0.5,0.812135356,0.486355744,0.28813447,0.760690578,0.702905248,0.540473643,,,,,
